custID,Gender,IsRetired,IsMarried,HasChildren,TotalMonthsInContract,HasPhone,ConnectionType,HasAntivirusSubscription,HasCloudBackUp,HasInsurance,HasHelpdeskPrivileges,HasTVPackage,HasMoviePackage,PayTerm,OnlineStatements,PreferredPaymentType,MonthlyBill,TotalFees,MonthlySpend,RetentionCheck,Retention
1355-KUSBG,Female,0,Yes,Yes,7,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.8,349.8,46.54,Yes,Yes
3688-FTHLT,Female,0,No,No,16,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.05,1067.05,61.16,Yes,Yes
0899-LIIBW,Male,0,Yes,No,34,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,3527.3,94.21,Yes,Yes
2568-OIADY,Female,0,Yes,No,37,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,3762,97.77,No,No
1384-RCUXW,Male,0,No,No,16,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.55,1248.9,83.61,Yes,Yes
5825-XJOCM,Male,0,No,Yes,48,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.4,3035.35,64.0,Yes,Yes
6848-YLDFR,Male,0,Yes,Yes,58,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),75.2,4300.8,78.06,Yes,Yes
8125-QPFJD,Female,0,Yes,No,72,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.9,6065.3,85.31,Yes,Yes
2320-YKQBO,Female,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,£144.95,22.04,Yes,Yes
1193-RTSLK,Female,0,No,No,38,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.9,3233.6,83.8,No,No
2302-ANTDP,Female,1,Yes,No,48,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,117.45,5438.9,124.29,No,No
5923-GXUOC,Male,0,No,No,10,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,£1081.45,107.31,No,No
4973-RLZVI,Female,0,No,No,30,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.65,2308.6,80.5,Yes,Yes
7869-ZYDST,Male,0,Yes,No,31,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.05,1882.8,57.1,Yes,Yes
4501-UYKBC,Female,1,No,No,46,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),69.1,3255.35,68.58,Yes,Yes
1215-EXRMO,Male,0,Yes,No,50,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.55,1067.65,14.12,Yes,Yes
2305-MRGLV,Male,0,Yes,No,28,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),76.55,2065.4,79.42,Yes,Yes
8404-VIOMB,Female,0,No,No,66,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),62.5,4136.4,61.77,Yes,Yes
5233-GEEAX,Male,1,No,No,8,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.4,221.9,33.68,No,No
2359-KLTEK,Female,0,Yes,Yes,41,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.9,3848,91.16,Yes,Yes
5304-EFJLP,Male,1,Yes,No,72,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.65,8022.85,108.92,Yes,Yes
2673-ZALNP,Female,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,173.15,17.54,Yes,Yes
9184-GALIL,Female,0,Yes,Yes,38,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,£781.25,17.61,No,Yes
4393-RYCRE,Male,0,No,No,44,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.05,4510.8,108.41,Yes,Yes
9746-MDMBK,Male,0,Yes,Yes,47,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.45,£5317.8,116.17,Yes,Yes
3162-ZJZFU,Male,0,Yes,Yes,53,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.55,4779.45,94.17,Yes,Yes
8404-GFGCZ,Male,0,Yes,No,4,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,65.6,250.1,70.73,Yes,Yes
8875-AKBYH,Male,1,No,No,20,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,1745.2,90.63,Yes,Yes
4432-ADRLB,Male,0,No,No,2,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.65,74.9,41.35,No,No
0533-UCAAU,Male,1,Yes,No,57,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),71.1,4140.1,64.45,Yes,Yes
1394-SUIUH,Female,1,Yes,No,44,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.15,3670.5,88.73,Yes,Yes
3521-MNKLV,Male,0,No,No,24,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.7,1167.8,46.3,Yes,Yes
2533-TIBIX,Male,0,Yes,Yes,15,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.2,469.65,25.12,Yes,Yes
8993-PHFWD,Female,0,No,No,3,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,58.9,26.88,No,No
1565-RHDJD,Female,0,No,Yes,4,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),84.05,333.55,86.17,No,No
7137-RYLPP,Male,1,Yes,No,37,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,3171.15,86.92,No,No
3765-JXVKY,Female,0,No,No,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,72.16,No,No
5092-STPKP,Female,0,No,No,24,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),56.35,£1381.2,53.03,Yes,Yes
7330-WZLNC,Female,0,No,No,5,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.8,455.5,93.58,No,No
0114-PEGZZ,Female,0,No,No,33,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,107.55,3645.5,108.41,Yes,Yes
3359-DSRKA,Female,0,Yes,Yes,58,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,1158.85,17.21,Yes,Yes
8639-NHQEI,Female,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),95.9,6954.15,97.17,Yes,Yes
7161-DFHUF,Female,0,Yes,No,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.85,1672.1,26.3,Yes,Yes
3957-LXOLK,Female,1,No,No,28,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,3152.5,109.23,No,No
3720-DBRWL,Male,0,Yes,No,51,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.85,4307.1,82.29,Yes,Yes
6635-MYYYZ,Female,0,No,No,30,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.35,2530.4,88.43,No,No
8565-WUXZU,Male,1,Yes,No,72,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),84.8,6141.65,85.07,Yes,Yes
5281-BUZGT,Male,1,No,No,36,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.85,3186.7,91.96,No,No
4994-OBRSZ,Male,0,No,Yes,14,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.1,1054.8,70.5,Yes,Yes
0562-FGDCR,Female,0,Yes,Yes,72,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,74.55,5430.65,75.96,Yes,Yes
2436-QBZFP,Female,0,Yes,Yes,22,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,39.2,849.9,39.23,Yes,Yes
3420-YJLQT,Female,0,No,No,2,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,79.55,151.75,79.83,Yes,Yes
6040-CGACY,Female,0,No,No,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,£299.4,26.72,Yes,Yes
6582-PLFUU,Male,0,Yes,Yes,51,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,1086.75,20.65,Yes,Yes
8242-PDSGJ,Male,0,Yes,No,70,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.15,2692.75,40.56,Yes,Yes
0264-CNITK,Female,0,Yes,Yes,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1389.6,23.67,Yes,Yes
0089-IIQKO,Female,0,Yes,Yes,39,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.95,3767.4,98.72,Yes,Yes
7839-NUIAA,Female,0,Yes,Yes,61,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.8,3641.5,62.7,Yes,Yes
6075-QMNRR,Female,0,No,No,52,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.75,2535.55,49.82,Yes,Yes
5378-IKEEG,Female,0,No,No,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.75,35.75,34.14,No,No
5966-EMAZU,Male,0,Yes,No,64,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,108.5,£6880.85,107.62,Yes,Yes
0440-EKDCF,Male,0,Yes,No,62,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),60.15,3753.2,61.52,Yes,Yes
4774-HHGGS,Male,0,Yes,No,30,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.05,637.55,18.64,Yes,Yes
2718-GAXQD,Female,1,Yes,Yes,4,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.0,181.6,47.0,No,No
2055-BFOCC,Male,1,Yes,No,63,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),84.0,5329.55,83.33,Yes,Yes
8180-AKMJV,Female,0,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,£44.55,44.76,Yes,Yes
4298-OYIFC,Male,0,Yes,No,15,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,1539.8,106.81,Yes,Yes
5566-SOEZD,Male,0,Yes,Yes,27,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),80.65,2209.75,84.26,Yes,Yes
9842-EFSYY,Female,0,No,Yes,4,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,57.2,223.75,53.3,Yes,Yes
2272-WUSPA,Female,0,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.75,7751.7,110.82,Yes,Yes
4584-LBNMK,Male,1,Yes,No,45,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.7,1174.35,25.51,Yes,Yes
3898-GUYTS,Female,1,No,No,45,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,97.05,4385.05,95.54,Yes,Yes
0930-EHUZA,Female,0,No,No,36,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,76.35,2606.35,77.06,Yes,Yes
6413-XKKPU,Male,0,Yes,Yes,17,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,1539.45,89.53,No,No
9975-SKRNR,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.9,18.9,22.64,Yes,Yes
3703-KBKZP,Male,1,No,No,16,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.45,1261.35,73.87,Yes,Yes
1449-XQEMT,Male,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.8,58.15,15.38,No,No
2626-URJFX,Male,0,Yes,Yes,4,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.9,225.6,52.37,No,No
4973-MGTON,Female,0,Yes,No,71,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.4,5969.3,79.21,Yes,Yes
3682-YEUWS,Male,0,Yes,Yes,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.4,253.9,21.17,Yes,Yes
1223-UNPKS,Male,0,Yes,Yes,20,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,400,19.67,Yes,Yes
2612-RRIDN,Male,0,No,No,4,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,340.85,83.33,No,No
4735-ASGMA,Male,0,No,No,26,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,2515.3,98.27,Yes,No
3446-QDSZF,Female,0,No,No,4,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),55.5,£227.35,58.28,Yes,Yes
3669-LVWZB,Male,0,No,No,5,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,51.0,£305.95,49.87,No,No
6892-EZDTG,Female,0,Yes,No,4,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,365.4,85.32,No,No
5117-IFGPS,Male,1,Yes,No,29,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.3,2357.75,87.12,Yes,Yes
7379-FNIUJ,Male,0,No,No,2,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.2,198.5,101.18,Yes,Yes
1627-AFWVJ,Female,0,No,No,29,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,554.25,21.86,Yes,Yes
9725-SCPZG,Male,0,No,Yes,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.85,90.85,89.55,No,No
5884-GCYMI,Male,0,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.4,69.4,71.66,No,No
3217-FZDMN,Female,1,No,No,8,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.45,742.95,96.65,No,No
4486-EFAEB,Male,0,No,No,13,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.4,251.65,23.66,Yes,Yes
0060-FUALY,Female,0,Yes,No,59,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.75,£5597.65,95.91,Yes,Yes
7853-GVUDZ,Female,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15,20.15,17.02,No,No
7480-QNVZJ,Male,1,No,No,50,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4816.7,94.23,No,No
6954-OOYZZ,Male,0,Yes,No,18,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35,£768.05,41.3,Yes,Yes
7088-FBAWU,Female,0,Yes,Yes,17,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,74.55,£1215.8,72.12,Yes,Yes
8313-AFGBW,Male,0,Yes,No,47,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,73.6,3522.65,71.73,Yes,Yes
3943-KDREE,Female,0,No,No,26,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,1834.95,70.88,No,No
9239-ZBZZV,Female,0,No,No,6,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.95,£305.1,50.81,No,No
3097-IDVPU,Male,0,Yes,Yes,19,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),50.1,910.45,50.38,Yes,Yes
4398-HSCJH,Female,0,No,No,3,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.6,155.65,62.99,No,No
2197-OMWGI,Female,1,Yes,Yes,68,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,53.0,3656.25,51.77,Yes,Yes
2303-PJYHN,Female,0,Yes,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.85,52,23.34,Yes,Yes
9795-VOWON,Male,0,No,No,7,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),24.35,150.85,26.12,Yes,Yes
1237-WIYYZ,Female,0,No,No,18,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,389.25,17.4,No,Yes
1987-AUELQ,Female,0,Yes,No,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,£1873.7,21.4,Yes,Yes
7852-LECYP,Male,1,Yes,No,13,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),93.8,£1261,88.53,Yes,Yes
4430-UZIPO,Male,0,No,No,3,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.85,£108.7,37.2,No,No
4822-LPTYJ,Male,0,Yes,No,72,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),103.75,7346.2,106.38,Yes,Yes
8165-CBKXO,Male,0,Yes,Yes,66,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),56.75,3708.4,52.78,Yes,Yes
6527-PZFPV,Male,0,Yes,Yes,24,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.8,469.65,19.54,Yes,Yes
4855-SNKMY,Female,0,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.1,44.1,46.12,No,No
9593-CVZKR,Female,0,Yes,Yes,56,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.45,1385.85,24.22,Yes,Yes
8595-SIZNC,Female,1,Yes,No,22,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.6,£548.8,24.16,Yes,Yes
8008-HAWED,Male,0,No,No,14,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,712.75,50.28,No,No
7124-UGSUR,Female,1,Yes,No,61,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405,107.13,No,No
1862-SKORY,Female,1,Yes,No,40,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,1637.4,38.45,No,No
5236-XMZJY,Female,0,No,No,42,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.65,2536.55,63.24,Yes,Yes
4827-DPADN,Female,0,Yes,Yes,72,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.3,6042.7,79.92,Yes,Yes
2694-CIUMO,Female,0,No,No,12,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.55,£958.25,76.03,Yes,Yes
5846-ABOBJ,Male,0,Yes,No,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1730.65,26.5,Yes,Yes
1439-LCGVL,Female,0,Yes,No,26,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.2,459.6,22.94,Yes,Yes
0909-SDHNU,Female,0,No,Yes,7,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.8,201.95,27.97,Yes,Yes
4647-XXZAM,Female,0,Yes,Yes,6,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.5,285.2,49.94,Yes,Yes
1502-XFCVR,Female,0,No,No,58,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.45,6145.85,99.43,No,No
7740-KKCXF,Male,0,Yes,No,51,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.05,1529.45,28.27,Yes,Yes
5360-XGYAZ,Male,0,Yes,Yes,72,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.65,£4664.5,66.54,Yes,Yes
9692-TUSXH,Female,0,No,No,18,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1740.7,94.55,Yes,No
7912-SYRQT,Female,0,No,No,7,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1,552.95,76.9,No,No
3557-HTYWR,Female,0,No,No,47,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,74.05,£3496.3,76.29,Yes,Yes
4816-JBHOV,Male,1,No,No,2,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.7,93.7,45.53,No,No
8920-NAVAY,Male,1,No,No,62,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.75,7053.35,104.52,No,Yes
1699-TLDLZ,Female,0,Yes,Yes,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,301.55,22.22,Yes,Yes
5600-PDUJF,Male,0,No,No,6,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.5,312.7,52.09,Yes,Yes
8292-TYSPY,Male,0,No,No,19,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.0,1046.5,58.0,No,No
0567-XRHCU,Female,0,Yes,Yes,69,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.95,2960.1,43.39,Yes,Yes
1867-BDVFH,Male,0,Yes,Yes,11,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,834.2,71.34,No,No
2067-QYTCF,Female,0,Yes,No,64,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.15,6953.4,116.85,Yes,Yes
2359-QWQUL,Female,0,Yes,No,39,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.7,4134.85,104.89,No,No
9103-TCIHJ,Female,0,No,No,15,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.7,899.8,55.52,No,No
7407-SUJIZ,Male,0,No,No,25,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,541.5,21.89,Yes,Yes
9150-KPBJQ,Female,0,No,No,6,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,116.85,23.73,Yes,Yes
0052-DCKON,Male,0,Yes,No,66,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),115.8,7942.15,117.8,Yes,Yes
3654-ARMGP,Female,0,No,No,61,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.65,£5321.25,88.68,Yes,Yes
9699-UBQFS,Female,1,Yes,No,43,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.5,4156.8,98.43,Yes,Yes
9367-TCUYN,Female,0,No,No,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,£223.6,16.04,Yes,Yes
1261-FWTTE,Male,1,No,No,23,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.65,768.45,38.59,Yes,Yes
3528-HFRIQ,Male,1,Yes,No,71,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.3,3765.05,50.03,Yes,Yes
0708-SJDIS,Female,0,No,No,34,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,65.0,2157.5,66.37,Yes,Yes
4140-WJAWW,Female,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.85,108.05,18.99,No,No
2073-QBVBI,Female,0,Yes,No,41,No,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,35.45,1391.65,31.76,Yes,Yes
6928-ONTRW,Female,0,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1379.8,18.16,Yes,Yes
3320-VEOYC,Male,1,No,No,14,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,1273.3,100.32,Yes,Yes
5231-FIQPA,Female,0,No,No,41,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,810.45,21.08,Yes,Yes
6617-WLBQC,Female,0,Yes,Yes,23,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),81.85,1810.85,83.61,Yes,Yes
2599-CIPQE,Male,0,Yes,Yes,71,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.3,7782.85,108.51,Yes,Yes
6653-CBBOM,Female,0,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,69.47,No,No
8774-GSBUN,Male,0,Yes,No,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1797.1,24.02,Yes,Yes
